Transaction ID,Type,Internal Amount,Bank Amount,Reconciliation Status,,,,,Metric,Value
4765,PAYMENT,26074.81,26074.81,Matched,,,,,,
4766,DEBIT,3068.71,3068.71,Matched,,,,,,
4767,PAYMENT,10381.46,10381.46,Matched,,,,,,
4768,CASH_IN,85955.62,85955.62,Matched,,,,,,
4769,CASH_OUT,104234.05,104234.05,Matched,,,,,,
4770,PAYMENT,17770.7,17770.7,Matched,,,,,,
4771,PAYMENT,2271.07,2271.07,Matched,,,,,,
4772,PAYMENT,5851.45,5851.45,Matched,,,,,,
4773,PAYMENT,17315.71,17315.71,Matched,,,,,,
4774,PAYMENT,5422.04,5422.04,Matched,,,,,,
4775,CASH_IN,18835.46,18835.46,Matched,,,,,,
4776,PAYMENT,11446.18,11446.18,Matched,,,,,,
4777,PAYMENT,1307.41,1307.41,Matched,,,,,,
4778,PAYMENT,88.17,88.17,Matched,,,,,,
4779,DEBIT,515.29,515.29,Matched,,,,,,
4780,PAYMENT,6279.22,6279.22,Matched,,,,,,
4781,CASH_OUT,74375.02,74375.02,Matched,,,,,,
4782,PAYMENT,25360.86,25360.86,Matched,,,,,,
4783,PAYMENT,1661.29,1661.29,Matched,,,,,,
4784,CASH_OUT,6701.1,6701.1,Matched,,,,,,
4785,PAYMENT,8392.42,8392.42,Matched,,,,,,
4786,PAYMENT,25185.32,25185.32,Matched,,,,,,
4787,PAYMENT,3042.06,3042.06,Matched,,,,,,
4788,PAYMENT,354.75,354.75,Matched,,,,,,
4789,CASH_IN,193626.89,193626.89,Matched,,,,,,
4790,PAYMENT,2831.44,2831.44,Matched,,,,,,
4791,CASH_IN,633287.14,633287.14,Matched,,,,,,
4792,PAYMENT,4051.25,4051.25,Matched,,,,,,
4793,CASH_IN,324089.47,324089.47,Matched,,,,,,
4794,PAYMENT,4255.36,4255.36,Matched,,,,,,
4795,PAYMENT,869.49,869.49,Matched,,,,,,
4796,PAYMENT,14144.91,14144.91,Matched,,,,,,
4797,CASH_OUT,139705.19,139705.19,Matched,,,,,,
4798,PAYMENT,11089.05,11089.05,Matched,,,,,,
4799,PAYMENT,2914.36,2914.36,Matched,,,,,,
4800,PAYMENT,7651.8,7651.8,Matched,,,,,,
4801,PAYMENT,2519.75,2519.75,Matched,,,,,,
4802,CASH_IN,3523.06,3523.06,Matched,,,,,,
4803,PAYMENT,38.14,38.14,Matched,,,,,,
4804,PAYMENT,267.92,267.92,Matched,,,,,,
4805,PAYMENT,4516.48,4516.48,Matched,,,,,,
4806,CASH_OUT,164935.63,164935.63,Matched,,,,,,
4807,CASH_IN,102751.5,102751.5,Matched,,,,,,
4808,DEBIT,775.76,775.76,Matched,,,,,,
4809,PAYMENT,2964.64,2964.64,Matched,,,,,,
4810,CASH_OUT,247480.23,247480.23,Matched,,,,,,
4811,DEBIT,2357.56,2357.56,Matched,,,,,,
4812,CASH_IN,494810.97,494810.97,Matched,,,,,,
4813,TRANSFER,86070.17,86070.17,Matched,,,,,,
4814,TRANSFER,29352.63,29352.63,Matched,,,,,,
4815,CASH_OUT,84024.67,84024.67,Matched,,,,,,
4816,CASH_IN,17058.54,17058.54,Matched,,,,,,
4817,DEBIT,2746.99,2746.99,Matched,,,,,,
4818,CASH_IN,235409.03,235409.03,Matched,,,,,,
4819,DEBIT,1382.4,1382.4,Matched,,,,,,
4820,CASH_OUT,86070.17,86070.17,Matched,,,,,,
4821,CASH_IN,489529.12,489529.12,Matched,,,,,,
4822,PAYMENT,2738.44,2738.44,Matched,,,,,,
4823,CASH_IN,58520.38,58520.38,Matched,,,,,,
4824,PAYMENT,4585.58,4585.58,Matched,,,,,,
4825,PAYMENT,4837.77,4837.77,Matched,,,,,,
4826,CASH_IN,340535.73,340535.73,Matched,,,,,,
4827,PAYMENT,6831.43,6831.43,Matched,,,,,,
4828,PAYMENT,6016.97,6016.97,Matched,,,,,,
4829,PAYMENT,1685.11,1685.11,Matched,,,,,,
4830,CASH_IN,34407.36,34407.36,Matched,,,,,,
4831,PAYMENT,1690.65,1690.65,Matched,,,,,,
4832,PAYMENT,4669.87,4669.87,Matched,,,,,,
4833,CASH_IN,566838.74,566838.74,Matched,,,,,,
4834,PAYMENT,4927.23,4927.23,Matched,,,,,,
4835,PAYMENT,4739.77,4739.77,Matched,,,,,,
4836,CASH_IN,161339.92,161339.92,Matched,,,,,,
4837,PAYMENT,3864.48,3864.48,Matched,,,,,,
4838,TRANSFER,1221.69,1221.69,Matched,,,,,,
4839,PAYMENT,1080.65,1080.65,Matched,,,,,,
4840,PAYMENT,6579.48,6579.48,Matched,,,,,,
4841,PAYMENT,252.71,252.71,Matched,,,,,,
4842,PAYMENT,826.25,826.25,Matched,,,,,,
4843,TRANSFER,84466.1,84466.1,Matched,,,,,,
4844,PAYMENT,642.27,642.27,Matched,,,,,,
4845,PAYMENT,8583.71,8583.71,Matched,,,,,,
4846,PAYMENT,2927.68,2927.68,Matched,,,,,,
4847,DEBIT,2166.22,2166.22,Matched,,,,,,
4848,PAYMENT,774.72,774.72,Matched,,,,,,
4849,PAYMENT,3604.39,3604.39,Matched,,,,,,
4850,PAYMENT,6484.32,6484.32,Matched,,,,,,
4851,PAYMENT,2151.85,2151.85,Matched,,,,,,
4852,PAYMENT,6735.16,6735.16,Matched,,,,,,
4853,CASH_OUT,128823.03,128823.03,Matched,,,,,,
4854,PAYMENT,22553.97,22553.97,Matched,,,,,,
4855,PAYMENT,1379.78,1379.78,Matched,,,,,,
4856,PAYMENT,836.64,836.64,Matched,,,,,,
4857,PAYMENT,6229.86,6229.86,Matched,,,,,,
4858,PAYMENT,2625.76,2625.76,Matched,,,,,,
4859,CASH_IN,348231.98,348231.98,Matched,,,,,,
4860,PAYMENT,4303.39,4303.39,Matched,,,,,,
4861,PAYMENT,1396.96,1396.96,Matched,,,,,,
4862,PAYMENT,1158.71,1158.71,Matched,,,,,,
4863,PAYMENT,5576.3,5576.3,Matched,,,,,,
4864,CASH_OUT,123974.95,123974.95,Matched,,,,,,
4865,PAYMENT,975.55,975.55,Matched,,,,,,
4866,CASH_OUT,211418.41,211418.41,Matched,,,,,,
4867,PAYMENT,7775.3,7775.3,Matched,,,,,,
4868,PAYMENT,354.75,354.75,Matched,,,,,,
4869,PAYMENT,3208.14,3208.14,Matched,,,,,,
4870,PAYMENT,1911.57,1911.57,Matched,,,,,,
4871,PAYMENT,3259.56,3259.56,Matched,,,,,,
4872,PAYMENT,3006.25,3006.25,Matched,,,,,,
4873,CASH_IN,310148.54,310148.54,Matched,,,,,,
4874,PAYMENT,2812.07,2812.07,Matched,,,,,,
4875,CASH_OUT,20470.3,20470.3,Matched,,,,,,
4876,CASH_IN,353004.04,353004.04,Matched,,,,,,
4877,CASH_IN,224763.96,224763.96,Matched,,,,,,
4878,CASH_IN,106082,106082,Matched,,,,,,
4879,PAYMENT,770.23,770.23,Matched,,,,,,
4880,CASH_IN,380211.17,380211.17,Matched,,,,,,
4881,CASH_IN,197677.22,197677.22,Matched,,,,,,
4882,CASH_IN,439939.28,439939.28,Matched,,,,,,
4883,DEBIT,618.01,618.01,Matched,,,,,,
4884,CASH_IN,285359.54,285359.54,Matched,,,,,,
4885,CASH_IN,746177.2,746177.2,Matched,,,,,,
4886,CASH_IN,166437.13,166437.13,Matched,,,,,,
4887,CASH_IN,225812.6,225812.6,Matched,,,,,,
4888,CASH_IN,131815.57,131815.57,Matched,,,,,,
4889,PAYMENT,4987.87,4987.87,Matched,,,,,,
4890,CASH_IN,232228.39,232228.39,Matched,,,,,,
4891,CASH_IN,171335.97,171335.97,Matched,,,,,,
4892,CASH_IN,214443.25,214443.25,Matched,,,,,,
4893,PAYMENT,2015.07,2015.07,Matched,,,,,,
4894,CASH_IN,260004.65,260004.65,Matched,,,,,,
4895,CASH_IN,482855.36,482855.36,Matched,,,,,,
4896,CASH_IN,205416.01,205416.01,Matched,,,,,,
4897,CASH_IN,122539.12,122539.12,Matched,,,,,,
4898,CASH_IN,37831.13,37831.13,Matched,,,,,,
4899,TRANSFER,17384.73,17384.73,Matched,,,,,,
4900,CASH_IN,504968.12,504968.12,Matched,,,,,,
4901,CASH_IN,265268.96,265268.96,Matched,,,,,,
4902,CASH_IN,188573.55,188573.55,Matched,,,,,,
4903,PAYMENT,276.8,276.8,Matched,,,,,,
4904,CASH_IN,285594.46,285594.46,Matched,,,,,,
4905,CASH_IN,165552.26,165552.26,Matched,,,,,,
4906,PAYMENT,3655.9,3655.9,Matched,,,,,,
4907,CASH_IN,301488.1,301488.1,Matched,,,,,,
4908,CASH_IN,115020.65,115020.65,Matched,,,,,,
4909,CASH_IN,13564.12,13564.12,Matched,,,,,,
4910,PAYMENT,21885.09,21885.09,Matched,,,,,,
4911,CASH_IN,221477.06,221477.06,Matched,,,,,,
4912,PAYMENT,2619.71,2619.71,Matched,,,,,,
4913,CASH_IN,4699.24,4699.24,Matched,,,,,,
4914,CASH_OUT,70344.95,70344.95,Matched,,,,,,
4915,CASH_IN,46166.32,46166.32,Matched,,,,,,
4916,CASH_IN,182825.43,182825.43,Matched,,,,,,
4917,TRANSFER,123755.39,123755.39,Matched,,,,,,
4918,CASH_IN,51208.37,51208.37,Matched,,,,,,
4919,CASH_IN,299368.99,299368.99,Matched,,,,,,
4920,PAYMENT,1199.16,1199.16,Matched,,,,,,
4921,CASH_IN,77655.59,77655.59,Matched,,,,,,
4922,CASH_IN,297908.73,297908.73,Matched,,,,,,
4923,CASH_IN,833.39,833.39,Matched,,,,,,
4924,PAYMENT,532.13,532.13,Matched,,,,,,
4925,CASH_IN,325483.3,325483.3,Matched,,,,,,
4926,CASH_IN,217846.27,217846.27,Matched,,,,,,
4927,CASH_IN,302602.9,302602.9,Matched,,,,,,
4928,CASH_IN,51876.97,51876.97,Matched,,,,,,
4929,CASH_IN,596406.73,596406.73,Matched,,,,,,
4930,PAYMENT,3786.19,3786.19,Matched,,,,,,
4931,CASH_IN,70664.62,70664.62,Matched,,,,,,
4932,CASH_IN,673111.47,673111.47,Matched,,,,,,
4933,CASH_IN,298431.03,298431.03,Matched,,,,,,
4934,PAYMENT,2698.14,2698.14,Matched,,,,,,
4935,CASH_IN,14401.68,14401.68,Matched,,,,,,
4936,CASH_IN,24734.93,24734.93,Matched,,,,,,
4937,CASH_IN,39058.08,39058.08,Matched,,,,,,
4938,PAYMENT,2541.31,2541.31,Matched,,,,,,
4939,CASH_IN,6845.48,6845.48,Matched,,,,,,
4940,CASH_IN,162464,162464,Matched,,,,,,
4941,CASH_IN,106334.08,106334.08,Matched,,,,,,
4942,CASH_IN,37872.44,37872.44,Matched,,,,,,
4943,CASH_IN,354741.15,354741.15,Matched,,,,,,
4944,PAYMENT,1669.11,1669.11,Matched,,,,,,
4945,CASH_IN,183202.66,183202.66,Matched,,,,,,
4946,CASH_IN,72980.01,72980.01,Matched,,,,,,
4947,CASH_IN,223115.02,223115.02,Matched,,,,,,
4948,CASH_IN,146131.91,146131.91,Matched,,,,,,
4949,CASH_IN,63737.25,63737.25,Matched,,,,,,
4950,PAYMENT,2288.47,2288.47,Matched,,,,,,
4951,CASH_IN,107877.98,107877.98,Matched,,,,,,
4952,PAYMENT,4287.23,4287.23,Matched,,,,,,
4953,CASH_IN,84014.41,84014.41,Matched,,,,,,
4954,CASH_OUT,166736.16,166736.16,Matched,,,,,,
4955,CASH_IN,382513.35,382513.35,Matched,,,,,,
4956,CASH_IN,237485.8,237485.8,Matched,,,,,,
4957,CASH_OUT,221605.71,221605.71,Matched,,,,,,
4958,PAYMENT,2513.72,2513.72,Matched,,,,,,
4959,CASH_IN,178040.87,178040.87,Matched,,,,,,
4960,PAYMENT,2305.22,2305.22,Matched,,,,,,
4961,CASH_IN,334503.92,334503.92,Matched,,,,,,
4962,CASH_IN,29637.04,29637.04,Matched,,,,,,
4963,PAYMENT,4610.54,4610.54,Matched,,,,,,
4964,CASH_IN,75978.27,75978.27,Matched,,,,,,
4965,CASH_IN,17906.01,17906.01,Matched,,,,,,
4966,PAYMENT,4205.98,4205.98,Matched,,,,,,
4967,CASH_IN,396286.33,396286.33,Matched,,,,,,
4968,CASH_IN,97644.2,97644.2,Matched,,,,,,
4969,PAYMENT,11691.84,11691.84,Matched,,,,,,
4970,CASH_IN,82914.35,82914.35,Matched,,,,,,
4971,CASH_IN,117474.04,117474.04,Matched,,,,,,
4972,PAYMENT,2011.87,2011.87,Matched,,,,,,
4973,CASH_IN,83707.76,83707.76,Matched,,,,,,
4974,DEBIT,485.42,485.42,Matched,,,,,,
4975,TRANSFER,102359.17,102359.17,Matched,,,,,,
4976,CASH_IN,17431.43,17431.43,Matched,,,,,,
4977,CASH_IN,97851.98,97851.98,Matched,,,,,,
4978,CASH_IN,76579.67,76579.67,Matched,,,,,,
4979,CASH_OUT,89293.11,89293.11,Matched,,,,,,
4980,PAYMENT,4303.63,4303.63,Matched,,,,,,
4981,CASH_IN,197165.91,197165.91,Matched,,,,,,
4982,PAYMENT,3743.99,3743.99,Matched,,,,,,
4983,CASH_IN,76928.78,76928.78,Matched,,,,,,
4984,CASH_IN,5159.29,5159.29,Matched,,,,,,
4985,PAYMENT,1184.99,1184.99,Matched,,,,,,
4986,PAYMENT,9675.69,9675.69,Matched,,,,,,
4987,CASH_IN,40210.51,40210.51,Matched,,,,,,
4988,CASH_IN,159958.57,159958.57,Matched,,,,,,
4989,PAYMENT,3212.82,3212.82,Matched,,,,,,
4990,PAYMENT,3118.48,3118.48,Matched,,,,,,
4991,CASH_IN,158367.85,158367.85,Matched,,,,,,
4992,PAYMENT,1723.33,1723.33,Matched,,,,,,
4993,CASH_IN,81886.69,81886.69,Matched,,,,,,
4994,PAYMENT,708.29,708.29,Matched,,,,,,
4995,PAYMENT,12603.14,12603.14,Matched,,,,,,
4996,PAYMENT,2689.55,2689.55,Matched,,,,,,
4997,PAYMENT,3775.14,3775.14,Matched,,,,,,
4998,PAYMENT,3225.49,3225.49,Matched,,,,,,
4999,CASH_IN,214015.94,214015.94,Matched,,,,,,
5000,PAYMENT,4397.58,4397.58,Matched,,,,,,
5001,PAYMENT,4625.32,4625.32,Matched,,,,,,
5002,CASH_IN,176095.63,176095.63,Matched,,,,,,
5003,PAYMENT,195.22,195.22,Matched,,,,,,
5004,PAYMENT,3907.39,3907.39,Matched,,,,,,
5005,CASH_IN,258127.75,258127.75,Matched,,,,,,
5006,CASH_OUT,81917.31,81917.31,Matched,,,,,,
5007,PAYMENT,6673.58,6673.58,Matched,,,,,,
5008,CASH_IN,378866.85,378866.85,Matched,,,,,,
5009,PAYMENT,2983.11,2983.11,Matched,,,,,,
5010,CASH_OUT,38326.82,38326.82,Matched,,,,,,
5011,CASH_IN,281300.4,281300.4,Matched,,,,,,
5012,PAYMENT,8958.81,8958.81,Matched,,,,,,
5013,PAYMENT,2520.08,2520.08,Matched,,,,,,
5014,CASH_IN,16427.61,16427.61,Matched,,,,,,
5015,PAYMENT,5907.27,5907.27,Matched,,,,,,
5016,PAYMENT,6988.56,6988.56,Matched,,,,,,
5017,CASH_IN,157301.05,157301.05,Matched,,,,,,
5018,PAYMENT,7888.5,7888.5,Matched,,,,,,
5019,PAYMENT,1270.66,1270.66,Matched,,,,,,
5020,CASH_IN,644028.87,644028.87,Matched,,,,,,
5021,PAYMENT,2205.72,2205.72,Matched,,,,,,
5022,PAYMENT,1276.01,1276.01,Matched,,,,,,
5023,CASH_IN,375306.09,375306.09,Matched,,,,,,
5024,PAYMENT,2892.22,2892.22,Matched,,,,,,
5025,CASH_IN,44538.32,44538.32,Matched,,,,,,
5026,PAYMENT,46741.66,46741.66,Matched,,,,,,
5027,PAYMENT,3181.68,3181.68,Matched,,,,,,
5028,CASH_IN,119336.24,119336.24,Matched,,,,,,
5029,CASH_IN,255710.36,255710.36,Matched,,,,,,
5030,PAYMENT,13702.52,13702.52,Matched,,,,,,
5031,PAYMENT,11221.28,11221.28,Matched,,,,,,
5032,PAYMENT,1574.63,1574.63,Matched,,,,,,
5033,PAYMENT,4953.63,4953.63,Matched,,,,,,
5034,PAYMENT,2573.24,2573.24,Matched,,,,,,
5035,PAYMENT,952.87,952.87,Matched,,,,,,
5036,CASH_IN,94588.1,94588.1,Matched,,,,,,
5037,PAYMENT,5311.45,5311.45,Matched,,,,,,
5038,PAYMENT,3143.95,3143.95,Matched,,,,,,
5039,CASH_IN,231917.45,231917.45,Matched,,,,,,
5040,TRANSFER,60726.57,60726.57,Matched,,,,,,
5041,PAYMENT,9309.74,9309.74,Matched,,,,,,
5042,CASH_OUT,60726.57,60726.57,Matched,,,,,,
5043,PAYMENT,13788.58,13788.58,Matched,,,,,,
5044,PAYMENT,2354.7,2354.7,Matched,,,,,,
5045,PAYMENT,8343.34,8343.34,Matched,,,,,,
5046,PAYMENT,5301.12,5301.12,Matched,,,,,,
5047,PAYMENT,40156.69,40156.69,Matched,,,,,,
5048,PAYMENT,3141.09,3141.09,Matched,,,,,,
5049,PAYMENT,10227.49,10227.49,Matched,,,,,,
5050,PAYMENT,8411.86,8411.86,Matched,,,,,,
5051,DEBIT,1826.28,1826.28,Matched,,,,,,
5052,DEBIT,1207.85,1207.85,Matched,,,,,,
5053,PAYMENT,3728.6,3728.6,Matched,,,,,,
5054,PAYMENT,1216.39,1216.39,Matched,,,,,,
5055,PAYMENT,12472.53,12472.53,Matched,,,,,,
5056,PAYMENT,5630.78,5630.78,Matched,,,,,,
5057,PAYMENT,469.63,469.63,Matched,,,,,,
5058,PAYMENT,2088.53,2088.53,Matched,,,,,,
5059,PAYMENT,7055.96,7055.96,Matched,,,,,,
5060,CASH_OUT,49804.17,49804.17,Matched,,,,,,
5061,PAYMENT,2558.03,2558.03,Matched,,,,,,
5062,PAYMENT,5693.64,5693.64,Matched,,,,,,
5063,PAYMENT,7089.25,7089.25,Matched,,,,,,
5064,PAYMENT,7840.38,7840.38,Matched,,,,,,
5065,PAYMENT,26921.32,26921.32,Matched,,,,,,
5066,PAYMENT,1967.35,1967.35,Matched,,,,,,
5067,PAYMENT,2403.55,2403.55,Matched,,,,,,
5068,PAYMENT,4260.13,4260.13,Matched,,,,,,
5069,PAYMENT,12438.52,12438.52,Matched,,,,,,
5070,PAYMENT,11627.71,11627.71,Matched,,,,,,
5071,PAYMENT,7959.58,7959.58,Matched,,,,,,
5072,PAYMENT,5743.03,5743.03,Matched,,,,,,
5073,PAYMENT,5080.22,5080.22,Matched,,,,,,
5074,PAYMENT,3064.96,3064.96,Matched,,,,,,
5075,PAYMENT,360.38,360.38,Matched,,,,,,
5076,PAYMENT,5818.7,5818.7,Matched,,,,,,
5077,PAYMENT,7369.86,7369.86,Matched,,,,,,
5078,PAYMENT,2080.51,2080.51,Matched,,,,,,
5079,PAYMENT,7683.38,7683.38,Matched,,,,,,
5080,PAYMENT,6453.51,6453.51,Matched,,,,,,
5081,PAYMENT,2161.3,2161.3,Matched,,,,,,
5082,PAYMENT,6823.03,6823.03,Matched,,,,,,
5083,TRANSFER,148319.88,148319.88,Matched,,,,,,
5084,PAYMENT,964.35,964.35,Matched,,,,,,
5085,DEBIT,162.26,162.26,Matched,,,,,,
5086,PAYMENT,3100.46,3100.46,Matched,,,,,,
5087,PAYMENT,7496.64,7496.64,Matched,,,,,,
5088,PAYMENT,472.71,472.71,Matched,,,,,,
5089,PAYMENT,7847.65,7847.65,Matched,,,,,,
5090,PAYMENT,6902.52,6902.52,Matched,,,,,,
5091,PAYMENT,7002.74,7002.74,Matched,,,,,,
5092,PAYMENT,6351.38,6351.38,Matched,,,,,,
5093,PAYMENT,187.48,187.48,Matched,,,,,,
5094,PAYMENT,953.21,953.21,Matched,,,,,,
5095,PAYMENT,774.62,774.62,Matched,,,,,,
5096,PAYMENT,822.37,822.37,Matched,,,,,,
5097,PAYMENT,16475.34,16475.34,Matched,,,,,,
5098,PAYMENT,368.56,368.56,Matched,,,,,,
5099,PAYMENT,10576.89,10576.89,Matched,,,,,,
5100,CASH_OUT,85070.76,85070.76,Matched,,,,,,
5101,PAYMENT,1553.21,1553.21,Matched,,,,,,
5102,TRANSFER,92036.54,92036.54,Matched,,,,,,
5103,PAYMENT,3508.93,3508.93,Matched,,,,,,
5104,PAYMENT,438.7,438.7,Matched,,,,,,
5105,PAYMENT,415.98,415.98,Matched,,,,,,
5106,TRANSFER,166567.98,166567.98,Matched,,,,,,
5107,PAYMENT,1281.34,1281.34,Matched,,,,,,
5108,PAYMENT,8215.28,8215.28,Matched,,,,,,
5109,PAYMENT,462.23,462.23,Matched,,,,,,
5110,TRANSFER,1915470.93,1915470.93,Matched,,,,,,
5111,PAYMENT,2882.94,2882.94,Matched,,,,,,
5112,CASH_OUT,173210.02,173210.02,Matched,,,,,,
5113,CASH_OUT,138480.68,138480.68,Matched,,,,,,
5114,TRANSFER,339163.04,339163.04,Matched,,,,,,
5115,PAYMENT,6822.49,6822.49,Matched,,,,,,
5116,PAYMENT,774.48,774.48,Matched,,,,,,
5117,TRANSFER,41139.2,41139.2,Matched,,,,,,
5118,PAYMENT,1024.56,1024.56,Matched,,,,,,
5119,PAYMENT,9479.49,9479.49,Matched,,,,,,
5120,PAYMENT,1438.63,1438.63,Matched,,,,,,
5121,TRANSFER,1716502.82,1716502.82,Matched,,,,,,
5122,PAYMENT,6784.39,6784.39,Matched,,,,,,
5123,PAYMENT,1925.08,1925.08,Matched,,,,,,
5124,PAYMENT,2057.11,2057.11,Matched,,,,,,
5125,CASH_OUT,195542.41,195542.41,Matched,,,,,,
5126,PAYMENT,2224.41,2224.41,Matched,,,,,,
5127,PAYMENT,2634.1,2634.1,Matched,,,,,,
5128,CASH_OUT,272045.87,272045.87,Matched,,,,,,
5129,PAYMENT,2515.55,2515.55,Matched,,,,,,
5130,PAYMENT,550.7,550.7,Matched,,,,,,
5131,PAYMENT,2803.61,2803.61,Matched,,,,,,
5132,PAYMENT,7930.66,7930.66,Matched,,,,,,
5133,PAYMENT,8847.07,8847.07,Matched,,,,,,
5134,PAYMENT,5089.69,5089.69,Matched,,,,,,
5135,PAYMENT,6608.18,6608.18,Matched,,,,,,
5136,PAYMENT,27655.2,27655.2,Matched,,,,,,
5137,PAYMENT,6292.42,6292.42,Matched,,,,,,
5138,PAYMENT,4754.82,4754.82,Matched,,,,,,
5139,TRANSFER,132427.3,132427.3,Matched,,,,,,
5140,PAYMENT,5542.54,5542.54,Matched,,,,,,
5141,CASH_OUT,180009.7,180009.7,Matched,,,,,,
5142,TRANSFER,1097510.65,1097510.65,Matched,,,,,,
5143,PAYMENT,3365.83,3365.83,Matched,,,,,,
5144,PAYMENT,852.95,852.95,Matched,,,,,,
5145,TRANSFER,103759.56,103759.56,Matched,,,,,,
5146,PAYMENT,4392.73,4392.73,Matched,,,,,,
5147,PAYMENT,851.94,851.94,Matched,,,,,,
5148,TRANSFER,268571.64,268571.64,Matched,,,,,,
5149,TRANSFER,59691.76,59691.76,Matched,,,,,,
5150,PAYMENT,8479.04,8479.04,Matched,,,,,,
5151,PAYMENT,3833.36,3833.36,Matched,,,,,,
5152,PAYMENT,7561.15,7561.15,Matched,,,,,,
5153,TRANSFER,134294.1,134294.1,Matched,,,,,,
5154,DEBIT,3092.94,3092.94,Matched,,,,,,
5155,PAYMENT,25625.94,25625.94,Matched,,,,,,
5156,PAYMENT,30981.44,30981.44,Matched,,,,,,
5157,PAYMENT,4532.37,4532.37,Matched,,,,,,
5158,PAYMENT,3032.18,3032.18,Matched,,,,,,
5159,PAYMENT,3016.29,3016.29,Matched,,,,,,
5160,PAYMENT,4758.17,4758.17,Matched,,,,,,
5161,PAYMENT,1903.52,1903.52,Matched,,,,,,
5162,TRANSFER,72825.75,72825.75,Matched,,,,,,
5163,PAYMENT,538.17,538.17,Matched,,,,,,
5164,PAYMENT,4026.05,4026.05,Matched,,,,,,
5165,DEBIT,2298.7,2298.7,Matched,,,,,,
5166,PAYMENT,3726.93,3726.93,Matched,,,,,,
5167,CASH_OUT,101921.8,101921.8,Matched,,,,,,
5168,PAYMENT,263.87,263.87,Matched,,,,,,
5169,PAYMENT,7798.4,7798.4,Matched,,,,,,
5170,PAYMENT,14368.08,14368.08,Matched,,,,,,
5171,CASH_OUT,135550.07,135550.07,Matched,,,,,,
5172,PAYMENT,4112.38,4112.38,Matched,,,,,,
5173,PAYMENT,6079.77,6079.77,Matched,,,,,,
5174,PAYMENT,6204.45,6204.45,Matched,,,,,,
5175,PAYMENT,4573.24,4573.24,Matched,,,,,,
5176,PAYMENT,1754.73,1754.73,Matched,,,,,,
5177,PAYMENT,5274.02,5274.02,Matched,,,,,,
5178,PAYMENT,2976.65,2976.65,Matched,,,,,,
5179,PAYMENT,5905.54,5905.54,Matched,,,,,,
5180,PAYMENT,3770.26,3770.26,Matched,,,,,,
5181,PAYMENT,6678.65,6678.65,Matched,,,,,,
5182,CASH_OUT,220070.01,220070.01,Matched,,,,,,
5183,DEBIT,665.37,665.37,Matched,,,,,,
5184,PAYMENT,4704,4704,Matched,,,,,,
5185,DEBIT,858.71,858.71,Matched,,,,,,
5186,TRANSFER,56471.48,56471.48,Matched,,,,,,
5187,DEBIT,1674.09,1674.09,Matched,,,,,,
5188,PAYMENT,1534.11,1534.11,Matched,,,,,,
5189,PAYMENT,1405.7,1405.7,Matched,,,,,,
5190,PAYMENT,4562.21,4562.21,Matched,,,,,,
5191,PAYMENT,4762.15,4762.15,Matched,,,,,,
5192,PAYMENT,2092.99,2092.99,Matched,,,,,,
5193,PAYMENT,1901.5,1901.5,Matched,,,,,,
5194,PAYMENT,307.63,307.63,Matched,,,,,,
5195,PAYMENT,6324.03,6324.03,Matched,,,,,,
5196,PAYMENT,3247.56,3247.56,Matched,,,,,,
5197,PAYMENT,15211.91,15211.91,Matched,,,,,,
5198,PAYMENT,2399.58,2399.58,Matched,,,,,,
5199,PAYMENT,32876.85,32876.85,Matched,,,,,,
5200,PAYMENT,2949.77,2949.77,Matched,,,,,,
5201,PAYMENT,2883.1,2883.1,Matched,,,,,,
5202,PAYMENT,3044.66,3044.66,Matched,,,,,,
5203,PAYMENT,4251.15,4251.15,Matched,,,,,,
5204,PAYMENT,38371.41,38371.41,Matched,,,,,,
5205,PAYMENT,19561.11,19561.11,Matched,,,,,,
5206,DEBIT,4397.38,4397.38,Matched,,,,,,
5207,PAYMENT,5200,5200,Matched,,,,,,
5208,PAYMENT,9452.85,9452.85,Matched,,,,,,
5209,PAYMENT,16780.75,16780.75,Matched,,,,,,
5210,PAYMENT,5304.33,5304.33,Matched,,,,,,
5211,PAYMENT,3367.42,3367.42,Matched,,,,,,
5212,PAYMENT,20526.64,20526.64,Matched,,,,,,
5213,PAYMENT,5267.26,5267.26,Matched,,,,,,
5214,CASH_OUT,41624.47,41624.47,Matched,,,,,,
5215,PAYMENT,3032.27,3032.27,Matched,,,,,,
5216,PAYMENT,17410.74,17410.74,Matched,,,,,,
5217,PAYMENT,8908.26,8908.26,Matched,,,,,,
5218,PAYMENT,4477.03,4477.03,Matched,,,,,,
5219,PAYMENT,1122.73,1122.73,Matched,,,,,,
5220,PAYMENT,17390.17,17390.17,Matched,,,,,,
5221,PAYMENT,17356.69,17356.69,Matched,,,,,,
5222,PAYMENT,27401.26,27401.26,Matched,,,,,,
5223,PAYMENT,7414.66,7414.66,Matched,,,,,,
5224,PAYMENT,914.59,914.59,Matched,,,,,,
5225,PAYMENT,18850.92,18850.92,Matched,,,,,,
5226,PAYMENT,4826.29,4826.29,Matched,,,,,,
5227,PAYMENT,617.25,617.25,Matched,,,,,,
5228,PAYMENT,11430.59,11430.59,Matched,,,,,,
5229,PAYMENT,227.6,227.6,Matched,,,,,,
5230,PAYMENT,1766.71,1766.71,Matched,,,,,,
5231,CASH_OUT,48516.52,48516.52,Matched,,,,,,
5232,PAYMENT,7632.13,7632.13,Matched,,,,,,
